Title,Location,Price,Description,Attributes,Post ID,Post Date,Update Date,Notice,Url
APPLE IPHONE 6 BATTERY replacement repair, (CHULA VISTA),$28,QR Code Link to This Post   apple iPhone 6 battery REPLACEMENT REPAIR total cost is $28.00 REPAIR TAKES UP TO 1 HOUR turn around time ALL PARTS IN STOCK STORE FRONT WIRELESS PROS 17 YEARS established SAME NAME SAME NUMBER  show contact info,"['condition: new', 'make / manufacturer: APPLE', 'mobile OS: apple iOS', 'model name / number: IPHONE 6']",post id: 7400858582,posted: 2021-10-29 10:43,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-apple-iphone-battery/7400858582.html
IPHONE bundle deal 3 accessories for $22.00, (4360 Main street suite 203 Chula Vista ca),$22,QR Code Link to This Post   IPHONE bundle deal save money and get 3 for the price of 1. ALL MODELS IPHONE 13 IPHONE 12 and all other models. Deal Includes  1. Cell Phone case 2. Car Charger 3. Tempered Glass to protect screen installed bundle deal 3 for $22.00,"['condition: new', 'make / manufacturer: All', 'mobile OS: apple iOS', 'model name / number: All Models']",post id: 7409320162,posted: 2021-11-17 13:03,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-iphone-bundle-deal/7409320162.html
IPHONE 13 Bundle Cell Phone accessory DEAL, (4360 MAIN STREET),$23,QR Code Link to This Post   IPHONE 13 AND 12 AND ALL MODELS Bundle Accessory Deal only $23.00 INCLUDES 1. CELL PHONE CASE  2. TEMPERED GLASS OR DATA CABLE,"['condition: new', 'make / manufacturer: ALL MODELS', 'mobile OS: apple iOS', 'model name / number: ALL MODELS']",post id: 7409758613,posted: 2021-11-18 12:58,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-iphone-13-bundle-cell-phone/7409758613.html
UNLOCKED IPHONES, (Chula Vista),$130,QR Code Link to This Post   NEW unlocked GSM/CDMA IPHONES for all GSM carriers or CDMA international use.  Comes with data cable charging cube device.  Bring your sim card so we can show you it is unlocked and ready for use.    IPHONE 6 16 GB unlocked $130.00 new in box IPHONE 6S 16 GB $140.00 new in box Many different models available call for more options and pricing.  We also offer unlocking service. show contact info  Wireless Pros,"['condition: new', 'make / manufacturer: SAMSUNG', 'mobile OS: android', 'model name / number: J3']",post id: 7404028580,posted: 2021-11-05 13:49,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-unlocked-iphones/7404028580.html
IPHONE 13 Bundle Cell Phone accessory DEAL, (4360 MAIN STREET),$23,QR Code Link to This Post   IPHONE 13 AND 12 AND ALL MODELS Bundle Accessory Deal only $23.00 INCLUDES:  1. CELL PHONE CASE   2. TEMPERED GLASS OR DATA CABLE,"['condition: new', 'make / manufacturer: ALL MODELS', 'mobile OS: apple iOS', 'model name / number: ALL MODELS']",post id: 7404028686,posted: 2021-11-05 13:50,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-iphone-13-bundle-cell-phone/7404028686.html
Apple Data Cable ORIGINAL OEM, (Chula Vista),$12,QR Code Link to This Post   APPLE DATA CABLE Original Data 3 foot Cable For All Apple phones and tablets.  Sale price only $12.00,"['condition: new', 'make / manufacturer: APPLE', 'mobile OS: apple iOS', 'model name / number: IPHONES / ANDROIDS']",post id: 7411864302,posted: 2021-11-23 11:27,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-apple-data-cable-original/7411864302.html
APPLE IPHONE 7 and 7 plus Battery replacement fix repair, (CHULA VISTA),$28,QR Code Link to This Post   Apple iPhone 7 and 7 plus battery replacement fix repair done here on the spot.  Less than 45 minutes turn around time.  All parts in stock we also clean your charging port free since we already have your device open. :)  Wireless Pros store front 18 years same place same number  show contact info  we are a repair center call for any other pricing on repairs.,"['condition: new', 'make / manufacturer: APPLE', 'mobile OS: apple iOS', 'model name / number: 7 and 7 plus']",post id: 7411864653,posted: 2021-11-23 11:28,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-apple-iphone-and-plus/7411864653.html
unlocked iphones, (Chula Vista),$130,QR Code Link to This Post   IPHONE 6 new unlocked gsm phone for all gsm carriers or international use.  Comes with data cable charging cube and battery / device.  Bring your sim card so we can show you it is unlocked and ready for use.    IPHONE 6 16 GB unlocked $130.00 new in box  Many different models available call for more options and pricing.  We also offer unlocking service. show contact info  Wireless Pros,"['condition: new', 'make / manufacturer: SAMSUNG', 'mobile OS: android', 'model name / number: J3']",post id: 7411864475,posted: 2021-11-23 11:28,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-unlocked-iphones/7411864475.html
Iphone X XS wallet fashion ALL colors case, (4360 MAIN STREET),$15,QR Code Link to This Post   iPhone X fashion wallet case on sale only $15.00 many colors available.   Wireless Pros 18 years established sales / service / repairs  show contact info  4360 main street suite 203 Chula Vista CA 91911 1 block off 805 freeway and Main street.,"['condition: new', 'make / manufacturer: APPLE', 'mobile OS: apple iOS', 'model name / number: Iphone X']",post id: 7409826527,posted: 2021-11-18 15:28,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-iphone-xs-wallet-fashion/7409826527.html
Samsung Note 9 cell phone cases, (4360 main street suite 203),$13,"QR Code Link to This Post   Samsung Note 9 Cell Phone cases for sale close out price for quality cases all kinds of different cases.  Come to Wireless Pros to get a deal.  We are the home of the bundle 2 accessories for the price of $18.00 or just the case for 13.00 2 bundle deal includes: Tempered Glass for all models and make and any case all models and makes.   Wireless pros 18 years established  4360 Main street suite 203 Chula Vista CA 91911 1 BLOCK OFF 805 FREEWAY Wireless Pros repair center for cell phones and tablets, h20 water damage, charging ports and camera, speaker repair for all makes and model CALL THE Pros  show contact info","['condition: new', 'make / manufacturer: Samsung', 'mobile OS: android', 'model name / number: Note 9']",post id: 7411868257,posted: 2021-11-23 11:34,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-samsung-note-cell-phone/7411868257.html
BUNDLE DEAL, (Chula Vista),$18,QR Code Link to This Post   Home of the Bundle Deal Metro Pcs cell phone case and tempered glass models and all APPLE IPHONE included. 2 accessories for ONLY $ 18.00  INCLUDES : Tempered Glass installed for you and Cell Phone case ! Come to the Pros Wireless Pros established 18 years ago same place same name same number  show contact info  Conveniently located 1 block off 805 FREEWAY AND MAIN STREET Chula Vista.,"['condition: new', 'make / manufacturer: ALL MAKES', 'mobile OS: android', 'model name / number: ALL MODELS']",post id: 7409248728,posted: 2021-11-17 10:46,updated: 2021-11-27 15:56,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-bundle-deal/7409248728.html
Metro Pcs accessory Bundle Deal 2 for $18.00, (Chula Vista),$18,QR Code Link to This Post   Home of the Bundle Deal Metro Pcs cell phone case and tempered glass models and all APPLE IPHONE included. 2 accessories for ONLY $ 18.00  INCLUDES : Tempered Glass installed for you and Cell Phone case ! Come to the Pros Wireless Pros established 18 years ago same place same name same number  show contact info  Conveniently located 1 block off 805 FREEWAY AND MAIN STREET Chula Vista.,"['condition: new', 'make / manufacturer: ALL MAKES', 'mobile OS: android', 'model name / number: ALL MODELS']",post id: 7411949709,posted: 2021-11-23 14:29,updated: 2021-11-27 15:55,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-metro-pcs-accessory-bundle/7411949709.html
Iphone X XS wallet fashion ALL colors case, (4360 MAIN STREET),$15,QR Code Link to This Post   iPhone X fashion wallet case on sale only $15.00 many colors available.   Wireless Pros 18 years established sales / service / repairs  show contact info  4360 main street suite 203 Chula Vista CA 91911 1 block off 805 freeway and Main street.,"['condition: new', 'make / manufacturer: APPLE', 'mobile OS: apple iOS', 'model name / number: Iphone X']",post id: 7411949159,posted: 2021-11-23 14:28,updated: 2021-11-27 15:55,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-iphone-xs-wallet-fashion/7411949159.html
BUNDLE DEAL, (Chula Vista),$18,QR Code Link to This Post   Home of the Bundle Deal Metro Pcs cell phone case and tempered glass models and all APPLE IPHONE included. 2 accessories for ONLY $ 18.00  INCLUDES : Tempered Glass installed for you and Cell Phone case ! Come to the Pros Wireless Pros established 18 years ago same place same name same number  show contact info  Conveniently located 1 block off 805 FREEWAY AND MAIN STREET Chula Vista.,"['condition: new', 'make / manufacturer: ALL MAKES', 'mobile OS: android', 'model name / number: ALL MODELS']",post id: 7403551530,posted: 2021-11-04 13:05,updated: 2021-11-27 15:55,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/csd/mob/d/chula-vista-bundle-deal/7403551530.html
NEW: Elastic Wristband Mount/ Holder for Cell Phone, (All Los Angeles),$7,"QR Code Link to This Post   Brand new elastic wristband phone holder.  Each for $7.00   •	I can meet you at a public/ local place in all Los Angeles areas. •	Or I can meet you if too far; halfway something like that. •	I can also deliver to all Los Angeles areas; if needed, just let me know in advance.  •	You can text me  show contact info  •	I accept Cash and Venmo. •	Hablo Espanol tambien.  •	Please keep communication going. •	Please let me know in advance. Thank you","['condition: new', 'delivery available', 'mobile OS: other']",post id: 7413457786,posted: 2021-11-27 15:37,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/lac/mob/d/los-angeles-new-elastic-wristband-mount/7413457786.html
iPHONE 7 32GB UNLOCKED BLACK BRAND NEW UNOPENED!, (TORRANCE),$200,"QR Code Link to This Post   SELLING A BRAND NEW, STILL IN ORIGINAL PACKAGING APPLE IPHONE 7 32GB UNLOCKED PHONE  COLOR: BLACK  PLEASE SEE PHOTOS  IF INTERESTED, PLEASE TEXT @ THREE ONE ZERO - EIGHT ZERO SIX - ONE ONE ZERO SIX. TEXT ONLY, NO PHONE CALLS PLEASE.   PRICE IS $200.00  WILLING TO MEET LOCALLY IN THE TORRANCE AND NEAR SURROUNDING.","['condition: new', 'make / manufacturer: APPLE', 'mobile OS: apple iOS', 'model name / number: IPHONE 7']",post id: 7413461708,posted: 2021-11-27 15:49,,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/wst/mob/d/torrance-iphone-32gb-unlocked-black/7413461708.html
Samsung Galaxy S20 5G *BOX ONLY*, (brea),$10,QR Code Link to This Post   Original Box for the Galaxy S20 5G. No phone or accessories.  Just the box,"['condition: good', 'make / manufacturer: samsung', 'mobile OS: android', 'model name / number: s20 5g']",post id: 7413461114,posted: 2021-11-27 15:47,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/brea-samsung-galaxy-s20-5g-box-only/7413461114.html
New Original Apple Lightning to USB Cable, (brea),$10,QR Code Link to This Post   Brand New Original OME Apple Lightning to USB Cable.,"['condition: new', 'make / manufacturer: apple', 'mobile OS: apple iOS', 'model name / number: usb cable']",post id: 7413460258,posted: 2021-11-27 15:44,,do NOT contact me with unsolicited services or offers,https://orangecounty.craigslist.org/mob/d/brea-new-original-apple-lightning-to/7413460258.html
Samsung Galaxy Note 2 Phone Case - New, (Glendale),$2,"QR Code Link to This Post   Samsung Galaxy Note 2 Phone Case, $2 - $10 Each  Brand new!",['mobile OS: android'],post id: 7405795274,posted: 2021-11-09 14:03,updated: 2021-11-27 15:31,do NOT contact me with unsolicited services or offers,https://losangeles.craigslist.org/sfv/mob/d/samsung-galaxy-note-phone-case-new/7405795274.html
iPhone 11 Pro Max Big screen 256GB Unlocked for any carrier,,$720,"QR Code Link to This Post   We can meet at any cellphone store nearby and connect it with your carrier before purchasing. Includes 2 cases, Screen protector  and wireless charger.   Feel free to leave a contact # for quick reply.","['condition: fair', 'make / manufacturer: Apple', 'mobile OS: apple iOS', 'model name / number: iPhone 11ProMax']",post id: 7400748004,posted: 2021-10-29 07:33,updated: 2021-11-27 15:31,do NOT contact me with unsolicited services or offers,https://sandiego.craigslist.org/nsd/mob/d/san-marcos-iphone-11-pro-max-big-screen/7400748004.html
